statement,label,hidden_prob,hidden_pred,a6_prob,a6_pred,case_type
Cayenne is a city in French Guiana,1,0.9999993868375097,1,0.9999999891713515,1,hidden_correct_a6_correct
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,0.17385224902767907,0,0.5472967720175266,1,hidden_wrong_a6_correct
Westpac Banking operates in the industry of banking.,1,0.9999999634965577,1,0.9999999083365394,1,hidden_correct_a6_correct
AXA has headquarters in United States.,0,0.008682956491923025,0,0.025303204914882287,0,hidden_correct_a6_correct
Technetium appears in its standard state as Gas.,0,0.021284209345878397,0,0.04110324088660695,0,hidden_correct_a6_correct
Nuku?alofa is a city in Tonga,1,0.9999253649365429,1,0.9998390370975067,1,hidden_correct_a6_correct
Oranjestad is a city in Papua New Guinea,0,5.161529681724302e-07,0,4.680006250875084e-10,0,hidden_correct_a6_correct
Terbium is in the Alkali metal group.,0,0.006912552864968054,0,0.0110581251174193,0,hidden_correct_a6_correct
Moroni is a city in Comoros,1,0.9999878250236736,1,0.9999999953697187,1,hidden_correct_a6_correct
Chromium appears in its standard state as Gas.,0,9.881000583837834e-05,0,0.0001830897276282206,0,hidden_correct_a6_correct
"Human uses for cat include research, conservation.",0,0.04549867575144462,0,0.021425322759740163,0,hidden_correct_a6_correct
The vulture has a habitat of grassland.,0,0.00011278263449033941,0,0.0007552415466192382,0,hidden_correct_a6_correct
BNP Paribas engages in the provision of banking and financial services..,1,0.062026181369388735,0,0.004192128889697694,0,hidden_wrong_a6_wrong
The snake has a diet of carnivore.,1,0.006348875055331176,0,0.012122644577834992,0,hidden_wrong_a6_wrong
Edwin H. Land invented the three-point seatbelt.,0,0.011114569628337933,0,0.01106621618706834,0,hidden_correct_a6_correct
Toyota Motor engages in the manufacture and sale of motor vehicles and parts..,1,0.9429003314090131,1,0.890895801570864,1,hidden_correct_a6_correct
"Electricite de France engages in power generation, transmission, distribution, supply and trading activities..",1,0.827038224246117,1,0.9824101718095563,1,hidden_correct_a6_correct
Cayman Islands is a name of a city.,0,0.00040072266579310706,0,5.141107370955198e-05,0,hidden_correct_a6_correct
Ashgabat is a city in Trinidad and Tobago,0,1.7993444211146131e-16,0,2.0143798627415228e-18,0,hidden_correct_a6_correct
David Schwarz lived in Croatia.,1,0.003592468357481748,0,0.0037698479247148366,0,hidden_wrong_a6_wrong
Gibraltar is a name of a country.,0,0.9743456215973457,1,0.9837982711300994,1,hidden_wrong_a6_wrong
"Human uses for cheetah include conservation, research, zoos.",1,0.021013308358581586,0,0.023158883104104567,0,hidden_wrong_a6_wrong
Tencent Holdings operates in the industry of Retailing.,0,0.009880104032603868,0,0.018966838176775306,0,hidden_correct_a6_correct
Canberra is a name of a city.,1,0.9995467148912299,1,0.9997293131635265,1,hidden_correct_a6_correct
Berlin is a name of a city.,1,0.9064333374616439,1,0.9359057337139622,1,hidden_correct_a6_correct
MetLife operates in the industry of insurance.,1,0.9999989291516421,1,0.9999980666241348,1,hidden_correct_a6_correct
Blaise Pascal invented the mechanical calculator.,1,0.388542252643011,0,0.06605138823844324,0,hidden_wrong_a6_wrong
The sparrow has a habitat of urban/wild.,1,0.020891742673953422,0,0.03325405906165319,0,hidden_wrong_a6_wrong
The process of pollination is harmful for plant reproduction.,0,4.419923614069438e-06,0,1.424577969169619e-06,0,hidden_correct_a6_correct
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",1,0.6660757368306098,1,0.6023186565304425,1,hidden_correct_a6_correct
Sodium appears in its standard state as Gas.,0,1.4220071745883375e-05,0,9.555021072188701e-06,0,hidden_correct_a6_correct
Saipan is a city in Kosovo,0,7.550778688986452e-23,0,2.1754517129995457e-17,0,hidden_correct_a6_correct
Charles Townes invented the maser.,1,0.005511950932373398,0,0.0033115677244657067,0,hidden_wrong_a6_wrong
Brumby is a baby kangaroo.,0,0.999859049829389,1,0.9975611230730256,1,hidden_wrong_a6_wrong
AIA Group operates in the industry of insurance.,1,0.9989615752232694,1,0.9998977412852316,1,hidden_correct_a6_correct
Josephine Cochrane lived in Germany.,0,0.1524791653997854,0,0.6385293810913042,1,hidden_correct_a6_wrong
Charles Strite invented the pop-up toaster.,1,0.007373829312456001,0,0.029380432689922513,0,hidden_wrong_a6_wrong
Merck & Co. operates in the industry of united states.,1,0.9547679481422445,1,0.4407123428945531,0,hidden_correct_a6_wrong
Easter Island is a name of a city.,0,0.004184076534673466,0,0.0023557991443855296,0,hidden_correct_a6_correct
Tantalum has the atomic number of 79.,0,0.9328613449345712,1,0.9297942930780421,1,hidden_wrong_a6_wrong
The lion has a diet of omnivore.,0,0.007622947774171358,0,0.03910629591974093,0,hidden_correct_a6_correct
"The bison is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0,0.00019890575061851375,0,1.3103834860581064e-05,0,hidden_correct_a6_correct
Anthem has headquarters in United States.,1,0.9908994428707585,1,0.9799699753048846,1,hidden_correct_a6_correct
Walgreens engages in the provision of drug store services..,1,0.15269399868154115,0,0.018989365261254696,0,hidden_wrong_a6_wrong
"The porcupine has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1,0.00010281127058983403,0,0.00011112666444209831,0,hidden_wrong_a6_wrong
George Antheil invented the Band-Aid.,0,1.0942699592629627e-05,0,9.582656356432313e-06,0,hidden_correct_a6_correct
The sun revolves around the moon.,0,0.0001049283287391109,0,5.0132868924596145e-08,0,hidden_correct_a6_correct
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0,0.024413640177501725,0,0.03649000151294996,0,hidden_correct_a6_correct
Luther Simjian invented the Bankograph (early ATM).,1,0.9998172340533382,1,0.9994120566861473,1,hidden_correct_a6_correct
Inertia is an object's encouragement to change in motion.,0,1.7272864946851176e-05,0,1.0453564175194942e-08,0,hidden_correct_a6_correct
John Ericsson invented the celluloid.,0,0.9999594501750294,1,0.9999733142966355,1,hidden_wrong_a6_wrong
Moller - Maersk operates in the industry of IT Software & Services.,0,4.361764762046013e-06,0,4.509392254025788e-06,0,hidden_correct_a6_correct
ConocoPhillips engages in the provision of banking and financial services..,0,0.013047371762366776,0,0.0027893611008529906,0,hidden_correct_a6_correct
Stellantis engages in distribution of natural gas and energy related services..,0,0.0002550181128730602,0,0.00012627548407922125,0,hidden_correct_a6_correct
Uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons.,1,0.9999922968933941,1,0.999998118754568,1,hidden_correct_a6_correct
The giant anteater has a habitat of grassland/forest.,1,0.007303155172169968,0,0.03050168908709091,0,hidden_wrong_a6_wrong
Romania is a name of a country.,1,0.9952014412286174,1,0.9991332518912338,1,hidden_correct_a6_correct
Promethium has the atomic number of 61.,1,0.009179957626602975,0,0.004384508093278602,0,hidden_wrong_a6_wrong
Guam is a name of a country.,1,0.9502114331982368,1,0.9436863331505556,1,hidden_correct_a6_correct
Valdemar Poulsen invented the magnetic wire recorder.,1,0.09435436861659896,0,0.3559901296842604,0,hidden_wrong_a6_wrong
"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1,0.9881234824102346,1,0.999995762894093,1,hidden_correct_a6_correct
Rubidium is in the Alkali metal group.,1,0.6352432998710897,1,0.5170626039484001,1,hidden_correct_a6_correct
Tbilisi is a city in Turkey,0,5.813564071212363e-23,0,2.7633494576548585e-22,0,hidden_correct_a6_correct
Grace Hopper invented the programming language (theoretical).,0,0.9941096544466547,1,0.99854065532586,1,hidden_wrong_a6_wrong
The snake has a diet of herbivore.,0,0.00016573908717201451,0,0.00028026270946415293,0,hidden_correct_a6_correct
The human body does not need water to survive.,0,0.4924659899143018,0,0.9981902634320704,1,hidden_correct_a6_wrong
Rubidium has the symbol Rb.,1,0.9993921958629364,1,0.9997678925089312,1,hidden_correct_a6_correct
George Washington Carver invented the Gatling gun.,0,0.020128762135647658,0,0.01748273413232989,0,hidden_correct_a6_correct
Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0,0.0018295686577326307,0,0.0005255982878313836,0,hidden_correct_a6_correct
Solomon Islands is a name of a city.,0,8.120422183013541e-06,0,4.107487958951993e-06,0,hidden_correct_a6_correct
Moscow is a name of a city.,1,0.9960386688125404,1,0.9995594363610345,1,hidden_correct_a6_correct
The parrot has the atomic number of mammal.,0,6.609203950599207e-06,0,3.264081991888131e-05,0,hidden_correct_a6_correct
James Starley lived in U.K.,1,0.9862619084869687,1,0.9260366044293411,1,hidden_correct_a6_correct
Brasília is a city in Brazil,1,0.9999999363997238,1,0.9999999991797326,1,hidden_correct_a6_correct
"The shark has three hearts, nine brains, and can change color and texture for camouflage.",0,4.995245959312129e-06,0,1.353333998038865e-06,0,hidden_correct_a6_correct
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,0.3140022985253284,0,0.815068194132217,1,hidden_correct_a6_wrong
Brunei is a name of a city.,0,0.0008897993747639685,0,0.00038501184678895476,0,hidden_correct_a6_correct
The crocodile is flightless and has adapted flippers for swimming.,0,0.17327624508379547,0,0.024337552213832145,0,hidden_correct_a6_correct
West Island is a name of a country.,0,9.496438867251611e-05,0,6.907507455366302e-05,0,hidden_correct_a6_correct
Target has headquarters in Germany.,0,6.247426186731878e-05,0,6.983451821531637e-07,0,hidden_correct_a6_correct
JUNGLE is a region in Africa.,0,0.9213872649470154,1,0.9996502550220382,1,hidden_wrong_a6_wrong
Sofia is a name of a country.,0,0.48852496245178534,0,0.6685102429706115,1,hidden_correct_a6_wrong
Robert Noyce invented the integrated circuit.,1,0.997482364323462,1,0.9999504891774492,1,hidden_correct_a6_correct
"Human uses for manta ray include pets, meat, fur.",0,1.2923631190532607e-08,0,5.686221574576505e-09,0,hidden_correct_a6_correct
Radon is in the Lanthanide group.,0,6.508701852453108e-05,0,5.570931872870948e-06,0,hidden_correct_a6_correct
The swan uses swimming/flying for locomotion.,1,0.9891614436220689,1,0.8733455229491104,1,hidden_correct_a6_correct
Chromium is used in strong magnets and as a yellow pigment.,0,0.6709780833730483,1,0.6553587977806188,1,hidden_wrong_a6_wrong
Solomon Islands is a name of a country.,1,0.9991309486347345,1,0.9999282941165323,1,hidden_correct_a6_correct
The moose uses walking/swimming for locomotion.,0,0.4759472627882701,0,0.18978227568772738,0,hidden_correct_a6_correct
Swaziland is a name of a city.,0,2.447625304823771e-07,0,4.3163785981106864e-08,0,hidden_correct_a6_correct
The smallest country in the world is Canada.,0,0.23817379870410826,0,0.290559275141746,0,hidden_correct_a6_correct
Chubb operates in the industry of insurance.,1,0.9999999997607734,1,0.999999999649962,1,hidden_correct_a6_correct
Lutetium has the atomic number of 71.,1,0.08683246003294488,0,0.05859642220681162,0,hidden_wrong_a6_wrong
Kingston is a name of a country.,0,0.0011087142649219024,0,0.0011195129377312297,0,hidden_correct_a6_correct
AXA operates in the industry of Semiconductors.,0,0.1693630638687337,0,0.035730457387154205,0,hidden_correct_a6_correct
Selenium is used in lasers and magnetic refrigeration.,0,4.7669310277497e-05,0,1.4904335214891006e-06,0,hidden_correct_a6_correct
Robert Chesebrough lived in U.S.,1,0.9960082321510175,1,0.9993754554193084,1,hidden_correct_a6_correct
Togo is a name of a city.,0,3.943272907623361e-05,0,9.434457444286648e-06,0,hidden_correct_a6_correct
Silicon appears in its standard state as Gas.,0,2.1414076566939625e-07,0,5.36340773304588e-08,0,hidden_correct_a6_correct
Holmium has the symbol Tb.,0,0.007631457134842279,0,0.013034473834349936,0,hidden_correct_a6_correct
Anthem engages in the provision of products and services that address all aspects of corporate information technology environments..,0,0.5461435924704099,1,0.38765458616056325,0,hidden_wrong_a6_correct
Cigna Corporation engages in the provision of global health services..,1,0.7652213649961135,1,0.9132919356022053,1,hidden_correct_a6_correct
Rome is a city in Netherlands,0,2.1585238940001624e-20,0,3.5052474132945615e-19,0,hidden_correct_a6_correct
The lobster has a habitat of various.,0,0.9286750444807605,1,0.9061351771753929,1,hidden_wrong_a6_wrong
Toronto-Dominion Bank provides financial products and services..,1,0.10485169163694893,0,0.03962590928258072,0,hidden_wrong_a6_wrong
Strontium appears in its standard state as Solid.,1,0.9580618718004068,1,0.972068342809152,1,hidden_correct_a6_correct
Giovanni Caselli invented the integrated circuit.,0,0.5427583768335046,1,0.2569583854626053,0,hidden_wrong_a6_correct
The longest mountain range in the world is located in Australia.,0,0.0007037037161111902,0,0.0005185490186586783,0,hidden_correct_a6_correct
Austin is the capital of the state.,1,0.9999999992764423,1,0.9999999852352577,1,hidden_correct_a6_correct
St. Pierre is a city in Saint Pierre and Miquelon,1,0.9999998981832229,1,0.9999999737353533,1,hidden_correct_a6_correct
The hamster has a powerful bite and can go without food for long periods of time.,0,0.9999932860778347,1,0.9999982696760017,1,hidden_wrong_a6_wrong
Exxon Mobil engages in the provision of banking and financial services..,0,0.00021899062126203722,0,3.212357549356127e-05,0,hidden_correct_a6_correct
Kigali is a city in Rwanda,1,0.998803771144412,1,0.999767732714922,1,hidden_correct_a6_correct
Mercedes-Benz Group has headquarters in Germany.,1,0.99997125242198,1,0.9999529969899216,1,hidden_correct_a6_correct
Joseph-Armand Bombardier lived in Canada.,1,0.999358085570034,1,0.9988637039706041,1,hidden_correct_a6_correct
Nairobi is a name of a country.,0,0.0001343303327559059,0,0.00010294973182642332,0,hidden_correct_a6_correct
Kigali is a name of a city.,1,0.9996838180530723,1,0.9998927667186314,1,hidden_correct_a6_correct
The hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy.,1,0.009800855503797955,0,0.0675710562493605,0,hidden_wrong_a6_wrong
Marigny is a neighborhood of New Orleans.,1,0.9999056521966797,1,0.9996107646644933,1,hidden_correct_a6_correct
Scandium is a rare earth metal used in high-performance alloys.,1,0.9847422921945507,1,0.991413859666164,1,hidden_correct_a6_correct
San Salvador is a name of a city.,1,0.9804453719367051,1,0.9918355579485915,1,hidden_correct_a6_correct
Hans Geiger lived in Germany.,1,0.8180717559772757,1,0.867392852545978,1,hidden_correct_a6_correct
The bison has a diet of carnivore.,0,0.012795992489216182,0,0.01619396294641864,0,hidden_correct_a6_correct
Charles Wheatstone lived in U.K.,1,0.9947603975073285,1,0.989962381304238,1,hidden_correct_a6_correct
Eugene Polley invented the Morse code.,0,0.7813099640707165,1,0.954326971484928,1,hidden_wrong_a6_wrong
China Merchants Bank has headquarters in United States.,0,2.7514593990780788e-05,0,6.058291413488704e-05,0,hidden_correct_a6_correct
George Pullman invented the Pullman railroad sleeping car.,1,0.9991589874659615,1,0.9999039687932093,1,hidden_correct_a6_correct
The rhinoceros is a mammal.,1,0.9999699336467588,1,0.9999998746497083,1,hidden_correct_a6_correct
Finland is a name of a city.,0,5.482244914220903e-06,0,2.91553505383519e-06,0,hidden_correct_a6_correct
Jersey is a name of a country.,1,0.5159717108324741,1,0.3545703310390912,0,hidden_correct_a6_wrong
Guinea is a name of a country.,1,0.9993964516772553,1,0.9992478438118142,1,hidden_correct_a6_correct
The sparrow uses knuckle-walking for locomotion.,0,0.1764516617367054,0,0.042880301652846405,0,hidden_correct_a6_correct
Episkopi Cantonment is a city in Aruba,0,0.034223867391945446,0,0.6905559020826125,1,hidden_correct_a6_wrong
Human uses for chicken include food.,0,0.9999943486360855,1,0.9999710656846846,1,hidden_wrong_a6_wrong
John Boyd Dunlop lived in France.,0,3.767813748040002e-07,0,1.1893841948354697e-06,0,hidden_correct_a6_correct
The tarantula is a arachnid.,1,0.9999995253110732,1,0.9999986383916496,1,hidden_correct_a6_correct
Thulium has the atomic number of 69.,1,0.3724640350500372,0,0.3187810735980701,0,hidden_wrong_a6_wrong
Rhenium appears in its standard state as Gas.,0,0.0014354529173200433,0,0.0013556847538452245,0,hidden_correct_a6_correct
Volkswagen Group has headquarters in Germany.,1,0.9999995614934405,1,0.9999998584493244,1,hidden_correct_a6_correct
Ernesto Blanco lived in U.S.,1,0.0009116018842512824,0,0.000636818110239908,0,hidden_wrong_a6_wrong
Guatemala is a name of a country.,1,0.9984827706319901,1,0.9994412525452206,1,hidden_correct_a6_correct
The hamster uses walking for locomotion.,1,0.002752218490856068,0,0.0024292020298875205,0,hidden_wrong_a6_wrong
The rat has a diet of omnivore.,1,0.20281747886770823,0,0.2604876116997493,0,hidden_wrong_a6_wrong
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit) and boils at 100 degrees Celsius (212 degrees Fahrenheit).,1,0.986304651892226,1,0.9607567296344516,1,hidden_correct_a6_correct
Road Town is a name of a city.,1,0.9998751947472134,1,0.9998761153210155,1,hidden_correct_a6_correct
Cars need soap to run.,0,0.0018590746740813654,0,3.775435098912619e-05,0,hidden_correct_a6_correct
"The moose has thick, luxurious wool and is a smaller relative of the llama.",0,0.0001865014403118204,0,0.00034809029362571544,0,hidden_correct_a6_correct
Stanley is a city in Falkland Islands,1,0.9999929648993197,1,0.9999999838679188,1,hidden_correct_a6_correct
China Mobile operates in the industry of Consumer Durables.,0,0.0007401034136796082,0,0.00044790487157762935,0,hidden_correct_a6_correct
Canada is a name of a country.,1,0.9998251441370616,1,0.9999819895977978,1,hidden_correct_a6_correct
Comoros is a name of a city.,0,7.651408413540193e-07,0,3.7371739582841e-07,0,hidden_correct_a6_correct
Barclays operates in the industry of Retailing.,0,0.10153261923357663,0,0.1361758278006106,0,hidden_correct_a6_correct
Lima averages an average humidity of 73%.,0,0.10962715001927223,0,0.17066141515019237,0,hidden_correct_a6_correct
Henry Bessemer lived in U.K.,1,0.0027190847465155205,0,0.00040349160604108176,0,hidden_wrong_a6_wrong
Managua is a name of a city.,1,0.9899218295783684,1,0.9930248047643049,1,hidden_correct_a6_correct
Linde engages in the production and distribution of industrial gases..,1,0.9927538461293018,1,0.9666475455614761,1,hidden_correct_a6_correct
Cobalt has the symbol Co.,1,0.9999964728431515,1,0.9999800936330089,1,hidden_correct_a6_correct
Promethium has the symbol Dy.,0,0.011786836460250857,0,0.0017253800948116176,0,hidden_correct_a6_correct
"Human uses for shark include research, conservation.",0,0.009196365569006718,0,0.02252093797834764,0,hidden_correct_a6_correct
Rabih is a given name of Arabic origin.,1,0.8929883936607999,1,0.5284201679078678,1,hidden_correct_a6_correct
Charles Francis Richter lived in France.,0,1.8999169925231047e-05,0,1.7269624806169903e-05,0,hidden_correct_a6_correct
Ottawa hosts many festivals and events.,1,0.029454743894511252,0,2.65455001880116e-05,0,hidden_wrong_a6_wrong
Ukraine is a name of a city.,0,0.0004525348237669028,0,0.00019603863899376938,0,hidden_correct_a6_correct
The platypus has a diet of carnivore.,1,0.001610624251407535,0,0.009196527596103584,0,hidden_wrong_a6_wrong
Hans von Ohain lived in Germany.,1,0.99974070124369,1,0.9999579585076204,1,hidden_correct_a6_correct
Hafnium has the atomic number of 72.,1,0.15811870317253018,0,0.31054270100874226,0,hidden_wrong_a6_wrong
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,9.714048236552153e-07,0,3.2831884301771374e-07,0,hidden_correct_a6_correct
Ghana is a name of a country.,1,0.9920698629020225,1,0.9991370129685085,1,hidden_correct_a6_correct
Frederick G. Creed lived in Sweden.,0,4.031342480222461e-05,0,0.0004818150070955223,0,hidden_correct_a6_correct
Bayerische Motoren Werke (BMW) engages in the provision of financial and insurance services..,0,0.0002594730509354691,0,0.0012530593400456082,0,hidden_correct_a6_correct
Gambia is a name of a city.,0,4.600961952578558e-06,0,1.4515891781294316e-06,0,hidden_correct_a6_correct
The leopard is nocturnal and has large cheek pouches to store and transport food.,0,0.1449606754929583,0,0.12164840775229796,0,hidden_correct_a6_correct
The human muscular system allows us to move and lift things.,1,0.9999999990276285,1,0.9999999963478838,1,hidden_correct_a6_correct
Manama was founded in the year 1820.,0,0.0020453246967952264,0,0.001121615439614362,0,hidden_correct_a6_correct
Walt Disney is a diversified international family entertainment and media enterprise..,1,0.041882900621767034,0,0.15616687253817882,0,hidden_wrong_a6_wrong
Ernest Swinton invented the nylon.,0,0.9996470798290908,1,0.9999895739837575,1,hidden_wrong_a6_wrong
Charles Babbage invented the stored-program computer architecture.,0,0.1141529946100805,0,0.19738241841376325,0,hidden_correct_a6_correct
Tornadoes are stationary columns of air.,0,0.842289434019945,1,0.693633134836834,1,hidden_wrong_a6_wrong
The sun revolves around the Earth.,0,0.941408649425219,1,0.003511680551142114,0,hidden_wrong_a6_correct
Bangkok is a name of a city.,1,0.98225514877819,1,0.9988132628699493,1,hidden_correct_a6_correct
"The deer has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser.",0,0.31223635156376184,0,0.2029193691612784,0,hidden_correct_a6_correct
Dr. Robert Gallo invented the arc welding.,0,2.07860296844768e-07,0,1.5029203983979068e-06,0,hidden_correct_a6_correct
Bartolomeo Cristofori invented the piano.,1,0.9971440426701649,1,0.7092665651267751,1,hidden_correct_a6_correct
Nicolas Appert lived in France.,1,0.9984900417211399,1,0.9994713533129829,1,hidden_correct_a6_correct
Comcast operates in the industry of Banking.,0,4.138910472512233e-06,0,1.1729155055766779e-06,0,hidden_correct_a6_correct
Neodymium has the atomic number of 93.,0,0.6654415192688783,1,0.4994968586412975,0,hidden_wrong_a6_correct
Sint Maarten is a name of a country.,1,0.7171664067082038,1,0.8988479394102887,1,hidden_correct_a6_correct
Tbilisi is a city in Akrotiri and Dhekelia,0,0.07916737850198007,0,0.05095905146955527,0,hidden_correct_a6_correct
Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts..,1,0.9978318975186301,1,0.9972086449377027,1,hidden_correct_a6_correct
Doha is a city in Czech Republic,0,3.5326797564765713e-22,0,6.848577485328011e-22,0,hidden_correct_a6_correct
Damascus is located in Syria.,1,0.9999200794998421,1,0.9999524310415684,1,hidden_correct_a6_correct
Tonga is a name of a country.,1,0.9990054876054406,1,0.9997576274527721,1,hidden_correct_a6_correct
Charles Townes lived in Russia.,0,1.1188737908226049e-09,0,9.247219883313487e-11,0,hidden_correct_a6_correct
Dow is a holding company that engages in the provision of telecommunication services..,0,0.022528164861770558,0,0.06407777613145066,0,hidden_correct_a6_correct
Technetium has the symbol Ag.,0,5.6943298725587036e-11,0,5.953518704549441e-10,0,hidden_correct_a6_correct
Sergey Brin and Larry Page invented the Google search engine.,1,0.9999999908105354,1,0.999999999955065,1,hidden_correct_a6_correct
Gadolinium is in the Lanthanide group.,1,0.6868815251682078,1,0.9077332430141186,1,hidden_correct_a6_correct
Thomas Tompion invented the cylinder escapement (clockmaking).,1,0.2582710458277471,0,0.7207052372092463,1,hidden_wrong_a6_correct
Tin is in the Post-transition metal group.,1,0.9805633203655657,1,0.926753917423375,1,hidden_correct_a6_correct
The slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1,0.9947720736283358,1,0.9997262860294202,1,hidden_correct_a6_correct
Ecosystems exclude living organisms and their physical environment.,0,0.0009696848011778948,0,0.000527291341353314,0,hidden_correct_a6_correct
KDDI operates in the industry of Materials.,0,0.0004687222920480695,0,0.0004884465983317639,0,hidden_correct_a6_correct
Oracle engages in the provision of products and services that address all aspects of corporate information technology environments..,1,0.15539622462305377,0,0.7166811423822247,1,hidden_wrong_a6_correct
The Wright brothers made the first successful airplane flight.,1,0.9999871032253258,1,0.999998514546485,1,hidden_correct_a6_correct
Mbabane is a name of a country.,0,3.743354051505313e-06,0,1.4005819588809013e-06,0,hidden_correct_a6_correct
Ice floats on water due to its lower density.,1,0.4449900949179844,0,0.04576752517298873,0,hidden_wrong_a6_wrong
Tuvalu is a name of a country.,1,0.9994195329845146,1,0.9999918642328938,1,hidden_correct_a6_correct
Charles Goodyear lived in U.K.,0,0.012761684934107839,0,0.009584554443915913,0,hidden_correct_a6_correct
Broadcom has headquarters in United States.,1,0.9885478482586416,1,0.9944843771996926,1,hidden_correct_a6_correct
"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1,0.9956265301390582,1,0.9934851755698634,1,hidden_correct_a6_correct
The process of pollination is crucial for plant reproduction.,1,0.9999995464805643,1,0.9999999048426167,1,hidden_correct_a6_correct
