statement,label,hidden_prob,fusion_prob,hidden_pred,fusion_pred,case_type
Samuel Morse invented the Morse code.,1,0.999999828340968,0.999999828340968,1,1,hidden_correct_fusion_correct
The narwhal has a diet of carnivore.,1,0.0003857352591391833,0.0003857352591391833,0,0,hidden_wrong_fusion_wrong
The pigeon has the atomic number of mammal.,0,0.00777349292285525,0.00777349292285525,0,0,hidden_correct_fusion_correct
Phosphorus is used in catalytic converters and hydrogen storage.,0,0.48876505122647756,0.3900820465692053,0,0,hidden_correct_fusion_correct
"Microsoft engages in the development and support of software, services, devices, and solutions..",1,0.9995910337270891,0.9995910337270891,1,1,hidden_correct_fusion_correct
Ferdinand Carré lived in France.,1,0.9961735957153353,0.9961735957153353,1,1,hidden_correct_fusion_correct
"Human uses for cow include meat, dairy products.",1,0.9941644991921131,0.9941644991921131,1,1,hidden_correct_fusion_correct
British American Tobacco operates in the industry of Banking.,0,1.3129019995363376e-05,1.3129019995363376e-05,0,0,hidden_correct_fusion_correct
Neptunium appears in its standard state as Gas.,0,0.00019196100906280822,0.00019196100906280822,0,0,hidden_correct_fusion_correct
Monrovia is a city in Namibia,0,3.4939548076629842e-12,3.4939548076629842e-12,0,0,hidden_correct_fusion_correct
The study of the Earth's core beyond Earth's atmosphere is called geoastronomy.,0,0.8941985819093358,0.8941985819093358,1,1,hidden_wrong_fusion_wrong
China Citic Bank operates in the industry of Banking.,0,3.0909990144872476e-05,3.0909990144872476e-05,0,0,hidden_correct_fusion_correct
Chromium appears in its standard state as Solid.,1,0.005731235467796129,0.005731235467796129,0,0,hidden_wrong_fusion_wrong
Edwin Link lived in U.K.,0,0.9658814549644903,0.9658814549644903,1,1,hidden_wrong_fusion_wrong
Ireland is a name of a city.,0,0.0004366284987660675,0.0004366284987660675,0,0,hidden_correct_fusion_correct
The vulture uses jumping for locomotion.,0,0.03531917332426434,0.03531917332426434,0,0,hidden_correct_fusion_correct
Venus has a thick atmosphere.,1,0.9997849899729639,0.9997849899729639,1,1,hidden_correct_fusion_correct
Enel has headquarters in Rome.,1,0.9992999105840445,0.9992999105840445,1,1,hidden_correct_fusion_correct
Sir Humphry Davy invented the light bulb.,0,0.9824256643497661,0.9824256643497661,1,1,hidden_wrong_fusion_wrong
Oman is a name of a city.,0,3.2460744670366235e-05,3.2460744670366235e-05,0,0,hidden_correct_fusion_correct
Ottawa contains many parks and green spaces.,1,0.9964308137380984,0.9964308137380984,1,1,hidden_correct_fusion_correct
"Human uses for ostrich include tourism, zoos, meat, feathers.",1,0.26483667419998347,0.26483667419998347,0,0,hidden_wrong_fusion_wrong
Medtronic operates in the industry of health care equipment & services.,1,0.9972489191361258,0.9972489191361258,1,1,hidden_correct_fusion_correct
The Coriolis effect prevents the movement of large-scale weather systems.,0,6.920292857856309e-07,6.920292857856309e-07,0,0,hidden_correct_fusion_correct
Alibaba Group operates in the industry of retailing.,1,0.9993238106566269,0.9993238106566269,1,1,hidden_correct_fusion_correct
Iridium has the atomic number of 56.,0,0.9888907884715462,0.9888907884715462,1,1,hidden_wrong_fusion_wrong
Valletta is a city in Malta,1,1.0,1.0,1,1,hidden_correct_fusion_correct
"Human uses for bat include tourism, zoos.",0,0.0025829035938194473,0.0025829035938194473,0,0,hidden_correct_fusion_correct
Syria is a name of a country.,1,0.9999944022490418,0.9999944022490418,1,1,hidden_correct_fusion_correct
The Pacific Ocean is the smallest ocean in the world.,0,0.08258578232710664,0.08258578232710664,0,0,hidden_correct_fusion_correct
Palladium is in the Transition metal group.,1,0.7025515981914736,0.7025515981914736,1,1,hidden_correct_fusion_correct
Lutetium is in the Lanthanide group.,1,0.8328309737603191,0.8328309737603191,1,1,hidden_correct_fusion_correct
László Bíró lived in Hungary.,1,0.9437484393121928,0.9437484393121928,1,1,hidden_correct_fusion_correct
Trinidad and Tobago is a name of a country.,1,0.9999822019330793,0.9999822019330793,1,1,hidden_correct_fusion_correct
Iron has the atomic number of 12.,0,0.9991434584041777,0.9991434584041777,1,1,hidden_wrong_fusion_wrong
The whale is a mammal.,1,0.999998421672982,0.999998421672982,1,1,hidden_correct_fusion_correct
Doha is a city in Iraq,0,2.4180820064457475e-19,2.4180820064457475e-19,0,0,hidden_correct_fusion_correct
Kathmandu is a city in Tristan da Cunha,0,9.01157703593088e-06,9.01157703593088e-06,0,0,hidden_correct_fusion_correct
Vienna is a city in Austria,1,0.999999999997162,0.999999999997162,1,1,hidden_correct_fusion_correct
Damascus is a name of a country.,0,0.6683948059645463,0.6683948059645463,1,1,hidden_wrong_fusion_wrong
The coldest temperature on Earth is 100 degrees Celsius.,0,1.442629805013068e-14,1.442629805013068e-14,0,0,hidden_correct_fusion_correct
Gadolinium has the atomic number of 64.,1,0.8698342178999039,0.8698342178999039,1,1,hidden_correct_fusion_correct
R. Buckminster Fuller lived in U.S.,1,0.9984978998628496,0.9984978998628496,1,1,hidden_correct_fusion_correct
Liechtenstein is a name of a country.,1,0.9620580317788764,0.9620580317788764,1,1,hidden_correct_fusion_correct
Lima gets an average of 1 hour of sunshine per day.,0,0.5491276964825091,0.11840960390310667,1,0,hidden_wrong_fusion_correct
Cai Lun lived in Italy.,0,1.690081360553253e-07,1.690081360553253e-07,0,0,hidden_correct_fusion_correct
Prague is a name of a city.,1,0.994068999914287,0.994068999914287,1,1,hidden_correct_fusion_correct
Sarajevo is located in Bosnia and Herzegovina.,1,0.9999999807511987,0.9999999807511987,1,1,hidden_correct_fusion_correct
Amman is a name of a country.,0,0.0014374053098655146,0.0014374053098655146,0,0,hidden_correct_fusion_correct
The planet Saturn has the largest rings in our solar system.,1,0.9999998946255819,0.9999998946255819,1,1,hidden_correct_fusion_correct
The hummingbird has a habitat of various.,1,0.01642735366528912,0.01642735366528912,0,0,hidden_wrong_fusion_wrong
There are no specific human uses for hippopotamus.,1,0.9740532071565827,0.9740532071565827,1,1,hidden_correct_fusion_correct
Erosion is the gradual wearing away of Earth's surface by natural processes.,1,0.9806816092429183,0.9806816092429183,1,1,hidden_correct_fusion_correct
Vilnius is a city in Lithuania,1,0.8934298182991232,0.8934298182991232,1,1,hidden_correct_fusion_correct
Abu Dhabi is a city in San Marino,0,5.178243428401661e-13,5.178243428401661e-13,0,0,hidden_correct_fusion_correct
Hans Geiger invented the Geiger counter.,1,0.9982812664092303,0.9982812664092303,1,1,hidden_correct_fusion_correct
Greece is a name of a country.,1,0.999238281336173,0.999238281336173,1,1,hidden_correct_fusion_correct
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1,0.7309474627551134,0.7309474627551134,1,1,hidden_correct_fusion_correct
ING Group operates in the industry of Materials.,0,0.000186485556683799,0.000186485556683799,0,0,hidden_correct_fusion_correct
"The axolotl primarily eats bamboo, has a pseudo-thumb for grasping, and is a symbol for wildlife conservation.",0,0.0001624224828624509,0.0001624224828624509,0,0,hidden_correct_fusion_correct
Rudolf Kálmán lived in U.K.,0,6.176410751094947e-05,6.176410751094947e-05,0,0,hidden_correct_fusion_correct
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",1,0.9675552810142078,0.9675552810142078,1,1,hidden_correct_fusion_correct
Asmara is a name of a city.,1,0.9527616087966035,0.9527616087966035,1,1,hidden_correct_fusion_correct
Iron rusts in the presence of oxygen and water.,1,0.9999989289725664,0.9999989289725664,1,1,hidden_correct_fusion_correct
Yttrium appears in its standard state as Gas.,0,0.0027399805586805904,0.0027399805586805904,0,0,hidden_correct_fusion_correct
"Human uses for cat include pets, pest control.",1,0.9975484691217881,0.9975484691217881,1,1,hidden_correct_fusion_correct
Ernesto Blanco invented the Gatling gun.,0,0.08412004688574443,0.08412004688574443,0,0,hidden_correct_fusion_correct
Evangelista Torricelli lived in Italy.,1,0.9997911369823392,0.9997911369823392,1,1,hidden_correct_fusion_correct
St. Helier is a city in Montserrat,0,0.9999999999999998,0.9999999999999998,1,1,hidden_wrong_fusion_wrong
Europium appears in its standard state as Solid.,1,0.9997892299472797,0.9997892299472797,1,1,hidden_correct_fusion_correct
Sodium appears in its standard state as Solid.,1,0.9939396013164745,0.9939396013164745,1,1,hidden_correct_fusion_correct
Igor Sikorsky invented the practical helicopter.,1,0.9703811892000985,0.9703811892000985,1,1,hidden_correct_fusion_correct
Bamako is a name of a country.,0,0.0003659394856641794,0.0003659394856641794,0,0,hidden_correct_fusion_correct
The iguana has a diet of herbivore.,1,0.042679137762860926,0.042679137762860926,0,0,hidden_wrong_fusion_wrong
George Eastman lived in U.S.,1,0.9999663435007007,0.9999663435007007,1,1,hidden_correct_fusion_correct
Lloyd Groff Copeman lived in Germany.,0,0.011507898343208254,0.011507898343208254,0,0,hidden_correct_fusion_correct
The aardvark has a diet of insectivore.,1,0.9999678379615392,0.9999678379615392,1,1,hidden_correct_fusion_correct
Linus Torvalds invented the U.S.,0,0.0017114724810000914,0.0017114724810000914,0,0,hidden_correct_fusion_correct
Cesium has the symbol Tc.,0,0.9373385195130848,0.9373385195130848,1,1,hidden_wrong_fusion_wrong
The camel uses flying for locomotion.,0,3.7298504070213163e-06,3.7298504070213163e-06,0,0,hidden_correct_fusion_correct
Charles Babbage lived in Hungary/U.S.,0,0.17775849884749342,0.17775849884749342,0,0,hidden_correct_fusion_correct
Accenture provides financial products and services..,0,3.8600061323924166e-05,3.8600061323924166e-05,0,0,hidden_correct_fusion_correct
The narwhal has a habitat of desert.,0,1.3183316200411409e-06,1.3183316200411409e-06,0,0,hidden_correct_fusion_correct
The panda has a habitat of mountain bamboo forest.,1,0.9964468138800638,0.9964468138800638,1,1,hidden_correct_fusion_correct
Alfred Nobel invented the Band-Aid.,0,0.0005387103918077082,0.0005387103918077082,0,0,hidden_correct_fusion_correct
There are light microscopes and electron microscopes.,1,0.16997326940971033,0.16997326940971033,0,0,hidden_wrong_fusion_wrong
Gold has the symbol Cr.,0,3.366667749631849e-12,3.366667749631849e-12,0,0,hidden_correct_fusion_correct
Antimony appears in its standard state as Liquid.,0,0.006089885120011464,0.006089885120011464,0,0,hidden_correct_fusion_correct
Roseau is a name of a country.,0,0.00039532287500046584,0.00039532287500046584,0,0,hidden_correct_fusion_correct
The sparrow uses flying for locomotion.,1,0.8453322768027318,0.8453322768027318,1,1,hidden_correct_fusion_correct
The planet Jupiter is the largest planet in our solar system.,1,0.9999999628428657,0.9999999628428657,1,1,hidden_correct_fusion_correct
The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1,0.9999442187122304,0.9999442187122304,1,1,hidden_correct_fusion_correct
Asmaara is the capital of the Asmara region.,0,5.757608313072646e-05,5.757608313072646e-05,0,0,hidden_correct_fusion_correct
Fritz Pfleumer lived in Canada/U.S.,0,0.9553919261938563,0.9553919261938563,1,1,hidden_wrong_fusion_wrong
State Bank of India engages in the electricity generation and distribution and distribution of natural gas..,0,0.013082107663673145,0.013082107663673145,0,0,hidden_correct_fusion_correct
James Dyson lived in Canada.,0,2.169028607611888e-05,2.169028607611888e-05,0,0,hidden_correct_fusion_correct
"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",1,0.9999278053115286,0.9999278053115286,1,1,hidden_correct_fusion_correct
San Marino is a city in Rwanda,0,2.0336667095360003e-20,2.0336667095360003e-20,0,0,hidden_correct_fusion_correct
Dow has headquarters in United States.,1,0.9986255539967365,0.9986255539967365,1,1,hidden_correct_fusion_correct
Anglo American operates in the industry of Construction.,0,0.005713148143355276,0.005713148143355276,0,0,hidden_correct_fusion_correct
Bhutan is a name of a city.,0,2.695150468420105e-08,2.695150468420105e-08,0,0,hidden_correct_fusion_correct
Promethium has the symbol Pm.,1,0.7075900558496003,0.7075900558496003,1,1,hidden_correct_fusion_correct
The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun.,1,0.9999999997870521,0.9999999997870521,1,1,hidden_correct_fusion_correct
Polonium is in the Actinide group.,0,0.9569607496219348,0.9569607496219348,1,1,hidden_wrong_fusion_wrong
Phosphorus has the atomic number of 15.,1,0.28008159885137596,0.28008159885137596,0,0,hidden_wrong_fusion_wrong
Switzerland is a name of a city.,0,8.189876009855942e-07,8.189876009855942e-07,0,0,hidden_correct_fusion_correct
Nepal is a name of a country.,1,0.9996879048019228,0.9996879048019228,1,1,hidden_correct_fusion_correct
Pretoria is a name of a city.,1,0.9986272548539075,0.9986272548539075,1,1,hidden_correct_fusion_correct
The cheetah has a diet of varies.,0,0.0017189069225702872,0.0017189069225702872,0,0,hidden_correct_fusion_correct
Munich Reinsurance has headquarters in United States.,0,1.8976523800029168e-05,1.8976523800029168e-05,0,0,hidden_correct_fusion_correct
Tripoli is a city in Libya,1,0.999999845637577,0.999999845637577,1,1,hidden_correct_fusion_correct
Boron is in the Metalloid group.,1,0.7878237568574609,0.7878237568574609,1,1,hidden_correct_fusion_correct
Radon has the atomic number of 86.,1,0.711931416541176,0.711931416541176,1,1,hidden_correct_fusion_correct
Guglielmo Marconi lived in Italy.,1,0.9999815026063454,0.9999815026063454,1,1,hidden_correct_fusion_correct
The Home Depot is the world's largest home improvement specialty retailer..,1,0.27947136519659677,0.27947136519659677,0,0,hidden_wrong_fusion_wrong
The frog has a diet of carnivore.,1,0.8941619302742234,0.8941619302742234,1,1,hidden_correct_fusion_correct
Samarium has the atomic number of 28.,0,0.4133574235003079,0.46971932109367925,0,0,hidden_correct_fusion_correct
Caterpillar has headquarters in United States.,1,0.9887770143780495,0.9887770143780495,1,1,hidden_correct_fusion_correct
"Iberdrola is a holding company, which engages in the provision of insurance products and related services..",0,0.00013286184848066565,0.00013286184848066565,0,0,hidden_correct_fusion_correct
State Bank of India operates in the industry of Oil & Gas Operations.,0,9.181670782042464e-06,9.181670782042464e-06,0,0,hidden_correct_fusion_correct
The city of Georgetown was founded by the Duke.,0,4.6641434175798266e-07,4.6641434175798266e-07,0,0,hidden_correct_fusion_correct
Krypton appears in its standard state as Gas.,1,3.873120617197156e-05,3.873120617197156e-05,0,0,hidden_wrong_fusion_wrong
Rainbows are formed when sound is reflected off of dirt particles in the air.,0,0.7076696186496226,0.7076696186496226,1,1,hidden_wrong_fusion_wrong
Uranium appears in its standard state as Solid.,1,0.9253782437158219,0.9253782437158219,1,1,hidden_correct_fusion_correct
John Callcott Horsley lived in Germany.,0,0.20762440888183883,0.20762440888183883,0,0,hidden_correct_fusion_correct
The hedgehog has a diet of insectivore.,1,0.9329280262416836,0.9329280262416836,1,1,hidden_correct_fusion_correct
Poland is a name of a country.,1,0.9964940708793403,0.9964940708793403,1,1,hidden_correct_fusion_correct
Cayman Islands is a name of a country.,1,0.9965112479405066,0.9965112479405066,1,1,hidden_correct_fusion_correct
Cathay Financial has headquarters in Taiwan.,1,0.9652373238119982,0.9652373238119982,1,1,hidden_correct_fusion_correct
The pigeon uses walking/swimming for locomotion.,0,0.8406973200517127,0.8406973200517127,1,1,hidden_wrong_fusion_wrong
Target engages in owning and operating of general merchandise stores..,1,0.010704757550192713,0.010704757550192713,0,0,hidden_wrong_fusion_wrong
Mata-Utu is a city in Wallis and Futuna,1,0.9994401033404152,0.9994401033404152,1,1,hidden_correct_fusion_correct
Hanoi is a city in Vietnam,1,0.9999999992430741,0.9999999992430741,1,1,hidden_correct_fusion_correct
Kiev is a name of a city.,1,0.9998380406260962,0.9998380406260962,1,1,hidden_correct_fusion_correct
Pierre Curie invented the modern chemical nomenclature.,0,0.05589442472641418,0.05589442472641418,0,0,hidden_correct_fusion_correct
Kingston is a city in Norfolk Island,1,0.9915097666473227,0.9915097666473227,1,1,hidden_correct_fusion_correct
Radium is a highly radioactive element used in some heaters for space probes.,0,0.9938396858807623,0.9938396858807623,1,1,hidden_wrong_fusion_wrong
The otter uses walking for locomotion.,0,0.8848287486046993,0.8848287486046993,1,1,hidden_wrong_fusion_wrong
Hanga Roa is a name of a city.,1,0.9993857930946963,0.9993857930946963,1,1,hidden_correct_fusion_correct
Munich Reinsurance operates in the industry of Banking.,0,0.0024565219868134727,0.0024565219868134727,0,0,hidden_correct_fusion_correct
The dolphin has a diet of omnivore.,0,0.11728152946943911,0.11728152946943911,0,0,hidden_correct_fusion_correct
Marie Curie lived in Hungary.,0,0.00011732119452985602,0.00011732119452985602,0,0,hidden_correct_fusion_correct
Thallium is an essential trace element used in photovoltaic cells and glass production.,0,0.9702594279199238,0.9702594279199238,1,1,hidden_wrong_fusion_wrong
Charter Communications has headquarters in United States.,1,0.943803311448682,0.943803311448682,1,1,hidden_correct_fusion_correct
JPMorgan Chase has headquarters in China.,0,3.215738244301712e-07,3.215738244301712e-07,0,0,hidden_correct_fusion_correct
"Human uses for axolotl include pets, research, conservation.",1,0.12780314643468124,0.12780314643468124,0,0,hidden_wrong_fusion_wrong
Athens is a name of a city.,1,0.9952767099574106,0.9952767099574106,1,1,hidden_correct_fusion_correct
The study of matter and its interactions with energy is called physics.,1,0.999998679154779,0.999998679154779,1,1,hidden_correct_fusion_correct
Lutetium is in the Transition metal group.,0,0.10247891043982582,0.10247891043982582,0,0,hidden_correct_fusion_correct
Ford Motor operates in the industry of consumer durables.,1,0.9999916762091151,0.9999916762091151,1,1,hidden_correct_fusion_correct
Praseodymium appears in its standard state as Solid.,1,0.9991239210718822,0.9991239210718822,1,1,hidden_correct_fusion_correct
Thermo Fisher Scientific has headquarters in South Korea.,0,0.00012663231808662294,0.00012663231808662294,0,0,hidden_correct_fusion_correct
Vien is a German name.,0,0.31950333136840053,0.31950333136840053,0,0,hidden_correct_fusion_correct
Mata-Utu is a name of a country.,0,0.05800569160419622,0.05800569160419622,0,0,hidden_correct_fusion_correct
Barium has the symbol Sb.,0,0.366155150154501,0.4452643386144172,0,0,hidden_correct_fusion_correct
Vanadium is in the Transition metal group.,1,0.5727640717859919,0.7197956525338609,1,1,hidden_correct_fusion_correct
"Kuala also lies on the border of the states of Selayang and Kuala Lumpur, and the state capital of Selamat.",0,0.14710449594843544,0.14710449594843544,0,0,hidden_correct_fusion_correct
AT&T operates in the industry of Trading Companies.,0,1.842587905091622e-05,1.842587905091622e-05,0,0,hidden_correct_fusion_correct
Saturn orbits the Sun.,1,0.930132289614389,0.930132289614389,1,1,hidden_correct_fusion_correct
Rio Tinto has headquarters in France.,0,2.0268706784165927e-08,2.0268706784165927e-08,0,0,hidden_correct_fusion_correct
Chlorine has the symbol Cl.,1,0.9994654260538305,0.9994654260538305,1,1,hidden_correct_fusion_correct
Cobalt is in the Post-transition metal group.,0,0.7193082419220804,0.7193082419220804,1,1,hidden_wrong_fusion_wrong
The chicken has a comb and wattles on its head for thermoregulation.,1,0.9944385674122207,0.9944385674122207,1,1,hidden_correct_fusion_correct
William Congreve lived in Canada.,0,3.7869765893449326e-06,3.7869765893449326e-06,0,0,hidden_correct_fusion_correct
Thimphu is a city in Qatar,0,8.158477453804628e-20,8.158477453804628e-20,0,0,hidden_correct_fusion_correct
Diamonds are the hardest substance on Earth.,1,0.9979886919849752,0.9979886919849752,1,1,hidden_correct_fusion_correct
Alofi is a city in Niue,1,0.9999840848584644,0.9999840848584644,1,1,hidden_correct_fusion_correct
Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service..,0,0.07049199131866578,0.07049199131866578,0,0,hidden_correct_fusion_correct
The cheetah has a diet of carnivore.,1,0.9999999414522366,0.9999999414522366,1,1,hidden_correct_fusion_correct
Promethium is in the Lanthanide group.,1,0.8624256444235757,0.8624256444235757,1,1,hidden_correct_fusion_correct
Reliance Industries has headquarters in India.,1,0.9967364069380444,0.9967364069380444,1,1,hidden_correct_fusion_correct
Gustaf Dalén lived in Germany.,0,0.132193160431836,0.132193160431836,0,0,hidden_correct_fusion_correct
The study of living organisms and their interactions with the environment is called biology.,1,0.9999999286234855,0.9999999286234855,1,1,hidden_correct_fusion_correct
Marigot is located in the Caribbean.,1,0.01634342323379579,0.01634342323379579,0,0,hidden_wrong_fusion_wrong
Tirana is a city in North Korea,0,2.2901632608680024e-24,2.2901632608680024e-24,0,0,hidden_correct_fusion_correct
Gold is in the Transition metal group.,1,0.7370845377535968,0.7370845377535968,1,1,hidden_correct_fusion_correct
Moroni is a name of a country.,0,0.02125575260155864,0.02125575260155864,0,0,hidden_correct_fusion_correct
Galileo Galilei lived in Italy.,1,0.9999836911831003,0.9999836911831003,1,1,hidden_correct_fusion_correct
Walmart has headquarters in United States.,1,0.9999494015666557,0.9999494015666557,1,1,hidden_correct_fusion_correct
Thorium is in the Transition metal group.,0,0.10142270877108377,0.10142270877108377,0,0,hidden_correct_fusion_correct
"Cathay Financial engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",0,0.03138526786294777,0.03138526786294777,0,0,hidden_correct_fusion_correct
The cassowary has the atomic number of mammal.,0,5.830425625028387e-07,5.830425625028387e-07,0,0,hidden_correct_fusion_correct
The human eye can detect only one color.,0,0.9931064171192315,0.9931064171192315,1,1,hidden_wrong_fusion_wrong
The porcupine is the largest primate and exhibits complex social behavior.,0,0.213877351399142,0.213877351399142,0,0,hidden_correct_fusion_correct
Liberia is a name of a city.,0,4.068990327781776e-05,4.068990327781776e-05,0,0,hidden_correct_fusion_correct
Kigali is a city in Northern Cyprus,0,1.4500283663031445e-14,1.4500283663031445e-14,0,0,hidden_correct_fusion_correct
Intel has headquarters in Russia.,0,3.8405567194582476e-05,3.8405567194582476e-05,0,0,hidden_correct_fusion_correct
The armadillo has a habitat of mountain bamboo forest.,0,4.2724775471947085e-06,4.2724775471947085e-06,0,0,hidden_correct_fusion_correct
Joseph Bramah invented the vacuum tube diode.,0,0.7089865395232948,0.7089865395232948,1,1,hidden_wrong_fusion_wrong
Thulium has the atomic number of 64.,0,0.5592081738753926,0.6327846993551165,1,1,hidden_wrong_fusion_wrong
"The gecko has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0,3.317793493429857e-05,3.317793493429857e-05,0,0,hidden_correct_fusion_correct
Bromine has the atomic number of 64.,0,0.05798887747827495,0.05798887747827495,0,0,hidden_correct_fusion_correct
The tortoise has a hard shell for protection and can live for over 100 years.,1,0.9967468307263357,0.9967468307263357,1,1,hidden_correct_fusion_correct
Potassium has the atomic number of 34.,0,0.0016151371605103411,0.0016151371605103411,0,0,hidden_correct_fusion_correct
The human nose is located on the forehead.,0,0.0004075637160831518,0.0004075637160831518,0,0,hidden_correct_fusion_correct
Azerbaijan is a name of a city.,0,3.878110796898858e-05,3.878110796898858e-05,0,0,hidden_correct_fusion_correct
Iridium has the symbol Ir.,1,0.9999167443016825,0.9999167443016825,1,1,hidden_correct_fusion_correct
Hafnium is in the Alkaline earth metal group.,0,0.9197172995020929,0.9197172995020929,1,1,hidden_wrong_fusion_wrong
The dog has a diet of omnivore.,1,0.15150833599303626,0.15150833599303626,0,0,hidden_wrong_fusion_wrong
MetLife provides insurance and financial services to individual and institutional customers..,1,0.9956704941865602,0.9956704941865602,1,1,hidden_correct_fusion_correct
The giant anteater has a diet of carnivore.,0,0.040157966072814355,0.040157966072814355,0,0,hidden_correct_fusion_correct
The beaver has a diet of herbivore.,1,0.020708748836370743,0.020708748836370743,0,0,hidden_wrong_fusion_wrong
Nagorno-Karabakh Republic is a name of a city.,0,0.04367704302729996,0.04367704302729996,0,0,hidden_correct_fusion_correct
Bismuth has the symbol Bi.,1,0.999965621163476,0.999965621163476,1,1,hidden_correct_fusion_correct
Beijing is a city in China,1,0.9999999999997962,0.9999999999997962,1,1,hidden_correct_fusion_correct
Postal Savings Bank of China engages in the provision of banking and related financial services..,1,0.2101064432717429,0.2101064432717429,0,0,hidden_wrong_fusion_wrong
Taipei is a city in Taiwan,1,0.9998680665550996,0.9998680665550996,1,1,hidden_correct_fusion_correct
The raccoon uses flying for locomotion.,0,0.0012827099182344645,0.0012827099182344645,0,0,hidden_correct_fusion_correct
Molybdenum appears in its standard state as Gas.,0,0.0019178184932852576,0.0019178184932852576,0,0,hidden_correct_fusion_correct
Kuwait City is a name of a city.,1,0.9984927827373022,0.9984927827373022,1,1,hidden_correct_fusion_correct
The Earth is round.,1,0.003986390592394185,0.003986390592394185,0,0,hidden_wrong_fusion_wrong
The otter has a habitat of freshwater/marine.,1,0.11906673734475406,0.11906673734475406,0,0,hidden_wrong_fusion_wrong
Cadmium has the atomic number of 48.,1,0.8804373019383791,0.8804373019383791,1,1,hidden_correct_fusion_correct
Cai Lun invented the piano.,0,5.291518227090182e-09,5.291518227090182e-09,0,0,hidden_correct_fusion_correct
